Chinese,Pinyin,English,Book,Lesson,Section
抽菸,chōuyān,(Ph) to smoke a cigarette,5,5,2
胎兒,tāi'ér,(N) fetus,5,5,2
不良,bùliáng,"(Vs-attr) harmful, bad",5,5,2
分離,fēnlí,(Vi) to be separated from,5,5,2
契約,qìyuē,"(N) contract, agreement",5,5,2
仲介,zhòngjiè,"(N) intermediary, agent, middleman",5,5,2
角色,jiǎosè,(N) role,5,5,2
涉及,shèjí,"(Vst) to involve, relate to",5,5,2
規範,guīfàn,"(V/N)to regulate, standardize; standard",5,5,2
黑白不分,hēibái bùfēn,(Id)cannot tell truth from non-truth,5,5,2
是非不明,shìfēi bùmíng,(Id) cannot tell truth from non-truth,5,5,2
紛紛,fēnfēn,"(Adv) one after another, in succession",5,5,2
精子,jīngzǐ,(N) sperm,5,5,2
搞定,gǎodìng,(V) to have it resolved,5,5,2
獨一無二,dúyī wú'èr,"(Id) unique, one of a kind",5,5,2
總之,zǒngzhī,"(Adv) to sum it up, in short, in conclusion",5,5,2
死刑,sǐxíng,"(N)capital punishment, the death penalty",5,6,1
存廢,cúnfèi,"(N) preservation or abolishment, to preserve or to abolish (contracted word from 保存 + 廢除)",5,6,1
爭議,zhēngyì,(N) controversy,5,6,1
僵局,jiāngjú,"(N) stalemate, deadlock, impasse",5,6,1
各自,gèzì,"(Adv) each, respectively",5,6,1
嚇阻,hèzǔ,(V)to deter (through intimidation),5,6,1
隔離,gélí,"(V)to isolate, separate, quarantine",5,6,1
罪犯,zuìfàn,(N) criminal,5,6,1
隨機,suíjī,(Adv) randomly,5,6,1
殺害,shāhài,"(V) to murder, kill",5,6,1
黑心,hēixīn,"(Vs-attr) darkened heart; evil mind (黑心食品 = unsafe food, i.e., made by profit-oriented people/companies with no conscience)",5,6,1
案件,ànjiàn,(N) (legal) case,5,6,1
法官,fǎguān,(N) judge,5,6,1
判,pàn,"(V) to judge, rule, give sentencing",5,6,1
有期徒刑,yǒuqí túxíng,(Ph) prison term (sentencing with a fixed priso n term),5,6,1
無期徒刑,wúqí túxíng,"(Ph) life sentence (i.e., no chance of parole)",5,6,1
死者,sǐzhě,"(N) the dead person, the murder victim",5,6,1
交代,jiāodài,"(N) a satisfactory answer, briefing, accountability",5,6,1
彌補,míbǔ,"(V)to make up for, compensate for",5,6,1
家屬,jiāshǔ,"(N) family, family members",5,6,1
或者,huòzhě,(Conj) or,5,6,1
犯人,fànrén,"(N) criminal, prisoner",5,6,1
出獄,chūyù,"(Vi) to be released from prison (監獄 , jiānyù , prison)",5,6,1
把,bǎ,"(M) measure for “graspable” objects like rulers , chairs, salt etc",5,6,1
尺,chǐ,(N) ruler,5,6,1
現行,xiànxíng,"(Vs-attr) existing, current",5,6,1
假釋,jiǎshì,(Vi) parole,5,6,1
永久,yǒngjiǔ,"(Adv) forever, permanently",5,6,1
害怕,hàipà,"(Vs) to be afraid of, to fear",5,6,1
報復,bàofù,"(V/N) to retaliate, get revenge; vengeance",5,6,1
納稅,nàshuì,(V-sep) to pay taxes,5,6,1
懲罰,chéngfá,(N/V) punishment; to punish,5,6,1
犯罪,fànzuì,(V-sep) to commit a crime,5,6,1
罰單,fádān,(N) ticket (for a fine),5,6,1
闖紅燈,chuǎng hóngdēng,"(Ph) run a red light ( 闖 ,to rush, break through; 紅燈 , red light)",5,6,1
開,kāi,(V) to write (a ticket),5,6,1
同理,tónglǐ,"(Adv) by the same token, similarly",5,6,1
換句話說,huànjùhuà shuō,"(Ph) in other words, to put it another way",5,6,1
維持,wéichí,"(V) to keep, maintain",5,6,1
相較於,xiāngjiào yú,"(Ph)in comparison to, compared to (classica l Chinese)",5,6,1
人權,rénquán,(N) human rights,5,6,1
廢除,fèichú,(V) to abolish,5,6,1
被害人,bèihàirén,(N) victim,5,6,1
孤兒,gū'ér,(N) orphan,5,6,1
不然,bùrán,(Conj) otherwise,5,6,1
毀,huǐ,(V) to destroy,5,6,1
氣憤,qìfèn,"(Vs) indignant, angry",5,6,1
恨,hèn,(Vst) to hate,5,6,1
報仇,bàochóu,"(V-sep) to get revenge, get vengeance",5,6,1
便宜,piányí,(Vst) to let somebody off easy,5,6,1
置身事外,zhìshēn shìwài,"(Id) to remain aloof, sit on the sidelines, not b e involved",5,6,1
放下,fàngxià,"(V) let it go, let it be, “forgive”",5,6,1
凶手,xiōngshǒu,"(N) murderer, killer",5,6,1
感同身受,gǎntóng shēnshòu,"(Id) to empathize, feel like own experience",5,6,1
生前,shēngqián,"(N) during one's life, before one's death",5,6,1
恐懼,kǒngjù,(N) fear,5,6,1
心痛,xīntòng,"(Ph) the pain in one's heart, heartbreak, heartac he",5,6,1
天平,tiānpíng,"(N) balance, scales",5,6,1
衡量,héngliáng,"(V) to weigh, evaluate",5,6,1
坦白,tǎnbái,"(Vs) honesty, honest ( 坦白說 = to be honest/frank/candid)",5,6,1
撫慰,fǔwèi,"(V) to console, comfort",5,6,1
剛剛好,gānggāng hǎo,"(Ph) just right, just enough, just the right amount, time, color, etc. (meaning here: justice done)",5,6,1
無濟於事,wújì yúshì,"(Id) to not help the situation; does not do anybody good, of no use",5,6,2
致力,zhìlì,(Adv) with all might and mind,5,6,2
推動,tuīdòng,"(V) to promote, push",5,6,2
漫漫長路,mànmàn chánglù,"(Id) a long road, there is still a long way to go",5,6,2
刑罰,xíngfá,"(N) punishment, penalty",5,6,2
顯得,xiǎnde,"(Vaux) to appear, seem, come off as",5,6,2
費,fèi,(V) to exert (lit. pay out),5,6,2
心力,xīnlì,(N) effort (physical and mental),5,6,2
冤枉,yuānwǎng,"(V) to be wronged, treated unjustly",5,6,2
槍決,qiāngjué,(N/V)execution by shooting; to execute by shooting,5,6,2
犯案,fàn'àn,(Vp-sep) to be implicated in a crime,5,6,2
充足,chōngzú,"(Vs) ample, sufficient, adequate",5,6,2
保證,bǎozhèng,(V/N)to guarantee; guarantee,5,6,2
誤判,wùpàn,"(V/N)to err in judicial judgement; erroneou s judgement, miscarriage of justice",5,6,2
失誤,shīwù,"(N) mistake, error",5,6,2
無價,wújià,(Vs) priceless,5,6,2
賠償,péicháng,"(N/V) compensation, reparation; to compens ate, make reparations",5,6,2
善良,shànliáng,(Vs) good and kind,5,6,2
一面,yímiàn,"(Ph) side (i.e., a good side)",5,6,2
可貴,kěguì,"(Vs) valuable, priceless",5,6,2
同情,tóngqíng,(Vst/N) to sympathize; sympathy,5,6,2
換不回,huànbùhuí,(Ph) cannot get it back,5,6,2
和解,héjiě,"(Vi) to reconcile, make up",5,6,2
認錯,rèncuò,(V-sep) to admit one's error,5,6,2
重新,chóngxīn,"(Adv) anew, afresh",5,6,2
大愛,dà'ài,"(N) great love, love at the highest level",5,6,2
感受,gǎnshòu,(N) feelings,5,6,2
只是,zhǐshì,"(Adv) but the same time, we must realize that",5,6,2
一命還一命,yímìng huán yímìng,"(Id) a life for a life, an eye for an eye",5,6,2
好受,hǎoshòu,(Vs) to feel better,5,6,2
也就是說,yějiùshìshuō,"(Ph) that is to say; that is; i.e.,",5,6,2
歐盟,Ōuméng,(N) the EU; European Union,5,6,2
潮流,cháoliú,(N) trend,5,6,2
意識到,yìshìdào,"(Vpt) to be conscious of, to be aware of",5,6,2
唯有,wéiyǒu,(Adv) only by,5,6,2
身旁,shēnpáng,"(N) next to, around you",5,6,2
打造,dǎzào,"(V) to create, implement",5,6,2
根本,gēnběn,"(Adv) completely, fundamentally, thoroughly",5,6,2
傷腦筋,shāng nǎojīn,"(Id) to cause a headache, a pain in the neck , to be knotty/troublesome (said of issues or pr oblems)",5,7,1
受益,shòuyì,"(Vp) to be benefited, to benefit (from)",5,7,1
財富,cáifù,(N) wealth,5,7,1
思考,sīkǎo,(V) to ponder,5,7,1
清晨,qīngchén,(N) early morning,5,7,1
同齡,tónglíng,(Vs) to be of the same age,5,7,1
遇上,yùshàng,"(Vpt) to encounter, come across",5,7,1
白工,báigōng,"(N) work done in vain, wasted work",5,7,1
沖走,chōngzǒu,(V) to be washed away,5,7,1
左右為難,zuǒyòu wéinán,"(Id) in a dilemma, be in a bind, in a pred icament, in a fix",5,8,1
難民,nànmín,(N) refugees,5,8,1
男童,nántóng,"(N) boy, male child",5,8,1
溺死,nìsǐ,"(Vp) to drown (to death), die from drowning",5,8,1
震驚,zhènjīng,"(Vpt) to shock, stun, startle",5,8,1
接連,jiēlián,"(Adv) in succession, in a row",5,8,1
不滿,bùmǎn,"(Vs) discontent, unhappy with",5,8,1
分擔,fēndān,"(V)to share a burden, share responsibility",5,8,1
化,huà,"(V) to turn into, change into, convert into, t ransform into",5,8,1
轉機,zhuǎnjī,(N) (life-saving) opportunity,5,8,1
海面,hǎimiàn,(N) the surface of the ocean/sea,5,8,1
難以數計,nányǐ shùjì,(Id) countless (lit. hard to calculate),5,8,1
屍體,shītǐ,"(N) corpse, body",5,8,1
怵目驚心,chùmù jīngxīn,(Id) shocked to witness,5,8,1
冒,mào,(V) to risk,5,8,1
聯合國,Liánhéguó,"(N) United Nations, UN",5,8,1
止,zhǐ,(Ptc) until (classical Chinese),5,8,1
庇護,bìhù,(N) asylum,5,8,1
人數,rénshù,(N) number of people,5,8,1
面臨,miànlín,"(V) to face, confront",5,8,1
團結,tuánjié,"(Vi) to unite, form solidarity with",5,8,1
召開,zhàokāi,"(V)to convene, hold (a meeting)",5,8,1
高峰會,gāofēng huì,(N) Summit (meeting),5,8,1
領袖,lǐngxiù,"(N) leader, head of a state",5,8,1
消除,xiāochú,(V) to eliminate,5,8,1
仇外,chóuwài,(Vs) anti-foreign,5,8,1
前...,qián...,"(N) former-, ex-",5,8,1
歐巴馬,Ōubāmǎ,(N) Barack Obama (former US president),5,8,1
會議,huìyì,"(N) conference, meeting",5,8,1
主義,zhǔyì,"(N) “-ism” (as in terrorism, Communism)",5,8,1
受害者,shòuhàizhě,(N) victim,5,8,1
向來,xiànglái,"(Adv) always, all along",5,8,1
單一,dānyī,"(Vs-attr) one, single (any one country's responsibility)",5,8,1
共同,gòngtóng,"(Adv) together, jointly",5,8,1
排外,páiwài,"(Vi) anti-foreign, xenophobic",5,8,1
融入,róngrù,"(V) to integrate, blend in",5,8,1
收容,shōuróng,(V) to offer refuge to,5,8,1
或許,huòxǔ,"(Adv) perhaps, probably",5,8,1
勞動力,láodònglì,(N) manpower,5,8,1
轉化,zhuǎnhuà,"(Vi) to change into, transform into",5,8,1
里約,Lǐyuē,"(N) Rio, Brasil",5,8,1
奧運,Àoyùn,(N) Olympics,5,8,1
首度,shǒudù,(Adv) first time,5,8,1
代表隊,dàibiǎoduì,"(N) representative team, team representing",5,8,1
逃離,táolí,"(V) to escape from, flee from",5,8,1
戰火,zhànhuǒ,(N) fires of war,5,8,1
殘障,cánzhàng,(N) physical disability,5,8,1
忘掉,wàngdiào,(Vpt) to forget,5,8,1
英雄,yīngxióng,(N) hero,5,8,1
身分,shēnfèn,(N) identification,5,8,1
索馬利亞,Suǒmǎlìyǎ,(N) Somalia,5,8,1
之後,zhīhòu,(N) subsequent to that,5,8,1
參選,cānxuǎn,(V) to run in an election,5,8,1
膚色,fūsè,(N) skin color,5,8,1
早日,zǎorì,(Adv) soon,5,8,1
扶持,fúchí,"(V) to support, help, aid, assist",5,8,1
優先,yōuxiān,(Vs) to be given priority,5,8,2
無力,wúlì,"(Vst) incapable of, powerless to",5,8,2
安置,ānzhì,(V)to make proper living arrangements for,5,8,2
支出,zhīchū,(N/V) expenditure; to expend,5,8,2
導致,dǎozhì,"(V) to cause, result in, lead to",5,8,2
賦稅,fùshuì,(N) taxes,5,8,2
居民,jūmín,(N) resident,5,8,2
對立,duìlì,"(Vs) to oppose, be in opposition to, be antag onistic",5,8,2
罷了,bàle,"(Ptc) merely, that's it, that is all",5,8,2
德國,Déguó,(N)Germany,5,8,2
每況愈下,měikuàng yùxià,"(Id) to deteriorate, go downhill, go from bad t o worse",5,8,2
拖垮,tuōkuǎ,"(V) to pull down with, drag down",5,8,2
忽略,hūlüè,"(V) to ignore, overlook",5,8,2
一一,yīyī,"(Adv) one by one, separately",5,8,2
過濾,guòlǜ,(V) to filter,5,8,2
有機可乘,yǒujī kěchéng,(Id) take advantage of a situation,5,8,2
接二連三,jiē'èr liánsān,"(Id) one after another, in rapid succession",5,8,2
衝突,chōngtú,(Vs) to conflict,5,8,2
升高,shēnggāo,"(Vp) to increase, rise",5,8,2
在在,zàizài,(Adv) in all aspects (classical Chinese),5,8,2
設置,shèzhì,"(V) to establish, set up",5,8,2
難民營,nànmínyíng,(N) refugee camp,5,8,2
關閉,guānbì,(V) to close down,5,8,2
邊界,biānjiè,(N) border,5,8,2
通往,tōngwǎng,"(V) to go to, lead to",5,8,2
交託,jiāotuō,"(V) to entrust (one's safety, life, etc.) to",5,8,2
人口,rénkǒu,(N) human,5,8,2
販子,fànzi,(N) trafficker,5,8,2
助長,zhùzhǎng,"(V) to foster, encourage (negatively)",5,8,2
支付,zhīfù,(V) to make a payment to,5,8,2
總理,zǒnglǐ,"(N) chancellor, prime minister, premier",5,8,2
梅克爾,Méikè'ěr,(N) Merkel (German chancellor),5,8,2
承認,chéngrèn,"(V) to admit, confess",5,8,2
低估,dīgū,(V) to underestimate,5,8,2
和平,hépíng,(Vs/N) peaceful; peace,5,8,2
對策,duìcè,"(N) countermeasure, strategy",5,8,2
販運,fànyùn,"(N) trafficking, smuggling, transporting",5,8,2
首要之務,shǒuyào zhīwù,"(Id) top/first priority, the most important iss ue",5,8,2
核電廠,hédiànchǎng,(N) nuclear power plant,5,9,1
熱烈,rèliè,"(Vs) fervent, ardent",5,9,1
乃至,nǎizhì,(Adv) and even,5,9,1
遠處,yuǎnchù,(N) a distant location,5,9,1
輻射,fúshè,(N) radiation,5,9,1
外洩,wàixiè,(Vi) to leak,5,9,1
爆炸,bàozhà,(Vp) to explode,5,9,1
危言聳聽,wéiyán sǒngtīng,"(Id) alarmist talk, inflammatory statement",5,9,1
致命,zhìmìng,"(Vs) lethal, fatal",5,9,1
退燒,tuìshāo,"(Vp) to reduce fever, wane",5,9,1
行之有年,xíngzhī yǒunián,"(Id) in use for years, long-established",5,9,1
三哩島,Sānlǐdǎo,"(N) Three Mile Island, PA, USA",5,9,1
烏克蘭,Wūkèlán,(N) Ukraine,5,9,1
車諾比,Chēnuòbǐ,(N) Chernobyl,5,9,1
福島,Fúdǎo,(N) Fukushima,5,9,1
核災,hézāi,(N) nuclear disaster,5,9,1
核電,hédiàn,(N) nuclear power,5,9,1
列為,lièwéi,"(Vst) to be ranked as, listed as",5,9,1
等級,děngjí,"(N) level, grade",5,9,1
位於,wèiyú,(Vst) to be located at,5,9,1
海嘯,hǎixiào,(N) tsunami,5,9,1
洪水,hóngshuǐ,(N) flood,5,9,1
數百萬,shùbǎiwàn,"(Ph) several millions, millions",5,9,1
及時,jíshí,"(Adv) in time, in a timely manner",5,9,1
顆,kē,"(M) measure for round objects, e.g., bombs",5,9,1
炸彈,zhàdàn,(N) bomb,5,9,1
立即,lìjí,"(Adv) immediately, at once",5,9,1
令,lìng,"(Vst) to cause, make, let",5,9,1
擔憂,dānyōu,"(Vst) worried, concerned",5,9,1
歐洲癌症護理雜誌,Ōuzhōu Áizhèng Hùlǐ Zázhì,(N) European Journal of Cancer Care,5,9,1
數字,shùzì,"(N) number, figures",5,9,1
周圍,zhōuwéi,"(N) around, surrounding, on the periphery",5,9,1
罹癌,lí'ái,(Vp) to be stricken with cancer,5,9,1
偏,piān,(Adv) slightly,5,9,1
青少年,qīngshàonián,(N) adolescents,5,9,1
細胞,xìbāo,(N) cell,5,9,1
製造,zhìzào,"(V) to manufacture, produce, make",5,9,1
廢料,fèiliào,"(N) waste, waste materials",5,9,1
可行,kěxíng,(Vs) feasible,5,9,1
偏遠,piānyuǎn,"(Vs) rural, distant",5,9,1
任誰,rèn shéi,(Ph) anybody,5,9,1
因應,yīnyìng,"(V) to deal with, handle",5,9,1
再生能源,zàishēng néngyuán,(Ph) renewable energy,5,9,1
妥善,tuǒshàn,"(Adv) adequately, properly",5,9,1
頭痛,tóutòng,"(Vs) a headache, a pain",5,9,1
無解,wújiě,"(Vs) have no solution, be unsolvable",5,9,1
難題,nántí,"(N) difficult problem, tough problem",5,9,1
正確,zhèngquè,(Vs) accurate,5,9,1
環保,huánbǎo,(Vs) environmentally friendly,5,9,2
聯想,liánxiǎng,"(Vi)to associate with in the mind, think of",5,9,2
事故,shìgù,(N) accident,5,9,2
運作,yùnzuò,(N) operation,5,9,2
疏失,shūshī,(N) negligence,5,9,2
視為,shìwéi,(Vst) to regard as,5,9,2
一概而論,yígài érlùn,(Id) to make sweeping generalizations,5,9,2
定時,dìngshí,(Vs-attr) to be fixed in time ( 定時炸彈 = ti me bomb),5,9,2
風力,fēnglì,(N) wind power,5,9,2
水力,shuǐlì,"(N) water power, hydropower",5,9,2
火力,huǒlì,(N) thermal power,5,9,2
太陽能,tàiyángnéng,(N) solar power,5,9,2
相比,xiāng bǐ,(Vi) to be compared to,5,9,2
機率,jīlǜ,"(N) chance (of something happening), likelihoo d",5,9,2
雷,léi,(N) lightening,5,9,2
碳,tàn,(N) carbon,5,9,2
排放量,páifàngliàng,(N) emissions,5,9,2
有利,yǒulì,(Vs) beneficial to,5,9,2
二氧化碳,Èryǎnghuàtàn,(N) carbon dioxide,5,9,2
溫室,wēnshì,(N) greenhouse,5,9,2
效應,xiàoyìng,(N) effect,5,9,2
河流,héliú,(N) river,5,9,2
魚類,yúlèi,(N) fish,5,9,2
噪音,zàoyīn,(N) noise,5,9,2
地熱,dìrè,(N) geothermal,5,9,2
成熟,chéngshóu,(Vp) mature,5,9,2
解決之道,jiějué zhīdào,(Id) solution,5,9,2
收取,shōuqǔ,"(V) to charge, collect",5,9,2
高額,gāo'é,"(Vs-attr) high (amount of money, tariff, profit, etc.)",5,9,2
惹,rě,"(V) to cause, provoke, incur, stir up",5,9,2
民怨,mínyuàn,"(N)popular discontent, public anger",5,9,2
工業,gōngyè,(N) industry,5,9,2
停擺,tíngbǎi,"(Vp) to stop, to come to a halt",5,9,2
倒退,dàotuì,"(Vp) to reverse, regress",5,9,2
效率,xiàolǜ,(N) efficiency,5,9,2
供,gōng,(V) to supply,5,9,2
外商,wàishāng,(N)foreign company/businessman,5,9,2
優良,yōuliáng,"(Vs) fine, excellent, good",5,9,2
民生,mínshēng,(N) people's well-being/livelihood,5,9,2
效益,xiàoyì,(N) benefit,5,9,2
設備,shèbèi,(N) equipment,5,9,2
隱憂,yǐnyōu,"(N)hidden concerns, worries",5,9,2
綠色,lǜsè,(N) green (color),5,9,2
替代,tìdài,(V)alternative,5,9,2
同性,tóngxìng,(Vs-attr) to be of the same gender,5,10,1
主播,zhǔbò,"(N) newscaster, anchor",5,10,1
記者,jìzhě,"(N) reporter, journalist, correspondent",5,10,1
連線,liánxiàn,"(Vi) to be online with, be connected with",5,10,1
傳達,chuándá,(V) to convey,5,10,1
陣線,zhènxiàn,"(N) ranks, front",5,10,1
發起,fāqǐ,"(V) to initiate, launch, start",5,10,1
盡快,jìnkuài,(Adv) as soon/quickly as possible,5,10,1
同性戀,tóngxìngliàn,"(N) homosexual, gay",5,10,1
異性戀,yìxìngliàn,"(N) heterosexual, straight",5,10,1
相同,xiāngtóng,(Vs) identical,5,10,1
相愛,xiāng'ài,"(Vs) in love, to love each other",5,10,1
核心,héxīn,(N)core,5,10,1
伴侶,bànlǚ,"(N) companion, mate, partner",5,10,1
無關,wúguān,"(Vs) to have nothing to do with, be unrelated",5,10,1
打破,dǎpò,"(V) to break, shatter",5,10,1
平權,píngquán,(N) equal rights,5,10,1
藉由,jièyóu,"(Prep) through, by",5,10,1
節稅,jiéshuì,"(Vi) to reduce, save on taxes",5,10,1
病危,bìngwéi,(Vs) critically ill,5,10,1
簽署,qiānshù,(V) to sign,5,10,1
文件,wénjiàn,(N) document,5,10,1
彼此,bǐcǐ,"(N) each other, one another",5,10,1
親密,qīnmì,(Vs) intimate,5,10,1
伙伴,huǒbàn,(N) partner,5,10,1
陌生,mòshēng,"(Vs) unacquainted, not mutually known",5,10,1
性病,xìngbìng,"(N) sexually transmitted disease, STD",5,10,1
偏見,piānjiàn,"(N) prejudice, bias",5,10,1
身上,shēnshàng,"(N) himself, themselves",5,10,1
異性,yìxìng,(Vs-attr) opposite sex,5,10,1
有情人終成眷屬,yǒuqíngrén zhōngchéng juànshǔ,"(Id) the lovers finally got married, every J ack has his Jill",5,10,1
末日,mòrì,(N) the end of the world,5,10,1
擴大,kuòdà,(V) to expand,5,10,1
範圍,fànwéi,"(N) scope, range, extent",5,10,1
心聲,xīnshēng,"(N) heartfelt wishes, aspirations",5,10,1
法案,fǎ'àn,"(N) bill, act",5,10,1
鏡頭,jìngtóu,"(N) lens, shot, scene",5,10,2
聯邦,liánbāng,"(N) federal, federation, union",5,10,2
彩虹,cǎihóng,(N) rainbow,5,10,2
旗,qí,"(N) flag, banner, standard",5,10,2
時刻,shíkè,(N) moment (in time),5,10,2
駐外,zhùwài,(Vi) to be stationed abroad,5,10,2
歡慶,huānqìng,(V) to celebrate,5,10,2
擠進,jǐjìn,"(Vpt) to crowd in, squeeze in",5,10,2
生物,shēngwù,(N) biology,5,10,2
本能,běnnéng,(N) instinct,5,10,2
繁衍,fányǎn,"(V) to reproduce, propagate",5,10,2
尋找,xúnzhǎo,"(V) to search for, seek",5,10,2
交配,jiāopèi,"(Vi) to mate, copulate",5,10,2
法則,fǎzé,"(N) law (natural, not legal laws)",5,10,2
定義,dìngyì,(N/V) definition; to define,5,10,2
互補,hùbǔ,(Vs) to complement each other,5,10,2
組合,zǔhé,(N/V) combination; to combine,5,10,2
全體,quántǐ,"(N) as a whole, whole, entire, overall",5,10,2
詞彙,cíhuì,"(N) word, term, vocabulary",5,10,2
稱呼,chēnghū,"(V/N) to call; address, name",5,10,2
建構,jiàngòu,"(V)to build, construct",5,10,2
革命,gémìng,(N/Vi) revolution; to have a revolution,5,10,2
做為,zuòwéi,(Vst) to serve as,5,10,2
無視,wúshì,"(V) to disregard, defy",5,10,2
干涉,gānshè,(V) to interfere,5,10,2
邏輯,luójí,(N) logic,5,10,2
納入,nàrù,"(V) to incorporate, include",5,10,2
第三者,dìsānzhě,"(Ph) “third party” (i.e., the “other man/woma n”)",5,10,2
原則,yuánzé,(N) principle,5,10,2
無異,wúyì,"(Vs) not different from, the same as, tantamou nt to",5,10,2
